fishID,lakeID,basin,DOCbin,lakeDOC,fishSL,capture_Method,total_RakerNum,length_Raker1,length_Raker2,length_Raker3,length_Raker4,length_Raker5,length_Raker6,length_Raker7,length_Raker8,length_Raker9,space1,space2,space3,space4,space5,space6,space7,space8,avgRakerLength,avgRakerSpace,SS.Length,SS.Space,SS.Count,lakeSlope,avgrakerlengthSS_bylake,avgrakerspaceSS_bylake,rakercountSS_bylake,avgL_4-7,avgS_4-6,avgL2_ss,avgS2_ss,fitted_L,fitted_S,fitted_C
HB AN 012 07-24.jpg,Hummingbird,4,high,24.5,128.518619,Angle,13,12.2,17.31,21.67,26.11,21,20.11,19.49,21.23,19.26,5.26,6.52,8.84,8.07,8.65,10.93,10.07,10.18,19.82,8.565,18.64973568,7.631602659,13.09395602,0.90045,17.27692956,7.466057718,11.41103325,21.6775,9.216666667,20.3201249,10.09514763,3.120755,2.574279,11.18641
HB AN 012.jpg,Hummingbird,4,high,24.5,159.9961535,Angle,11,14.76,18.59,23.08,26.57,26.04,23.5,21.57,20.46,17.72,6.5,5.7,7.24,8.65,9.51,10.64,11.32,10.06,21.36555556,8.7025,18.42108723,6.569726888,11.194711,0.90045,15.28991762,6.227819983,8.009308506,24.42,9.6,20.86036952,11.98424533,3.120755,2.574279,11.18641
HB AN 013 07-24.jpg,Hummingbird,4,high,24.5,143.6471311,Angle,12,13.07,20.08,24.66,30.42,25.02,26.2,23.32,21.86,18.97,6.07,8.65,10.4,10.09,11.63,11.79,11.02,12.82,22.62222222,10.30875,20.36185608,8.443596357,12.15041068,0.90045,17.83933298,8.129248855,9.579117166,26.24,11.17,23.46327898,13.07511501,3.120755,2.574279,11.18641
HB AN 014 07-24.jpg,Hummingbird,4,high,24.5,130.2634827,Angle,12,10.99,14.27,20.98,23.11,20.64,20.05,18.6,15.02,12.89,6.31,6.46,7.53,8.97,8.81,10.14,9.67,8.31,17.39444444,8.275,16.27955182,7.298360047,12.09442768,0.90045,14.97958797,7.126205978,10.41275878,20.6,9.306666667,19.19999808,10.27612465,3.120755,2.574279,11.18641
HB AN 015 07-24.jpg,Hummingbird,4,high,24.5,148.0949555,Angle,12,14.9,20.3,27.12,29.93,28.64,24.74,20.22,19.66,16.34,6.35,4.48,8.77,10.39,12.22,13.41,13.02,10.13,22.42777778,9.84625,19.94267762,7.88083967,12.16791889,0.90045,17.20698003,7.554232236,9.33309952,25.8825,12.00666667,22.84630306,14.31268304,3.120755,2.574279,11.18641
HB FN3 001.jpg,Hummingbird,4,high,24.5,144.5068786,Fyke_Net,11,12.74,16.71,20.45,25.14,21.94,18.52,19.78,16.31,16.46,6.31,5.23,9,9.14,9.56,10.74,9.92,10.67,18.67222222,8.82125,16.76655806,7.192681381,11.14101528,0.90045,14.64555323,6.918962361,8.736263501,21.345,9.813333333,19.0380389,11.52805551,3.120755,2.574279,11.18641
HB FN9 001.jpg,Hummingbird,4,high,24.5,134.4101683,Fyke_Net,10,18.15,21.25,21.99,27.14,26.23,22.99,20.18,25.08,19.23,4.13,8.25,7.56,8.97,9.7,10.77,9.17,12.06,22.47111111,8.82625,20.76947153,7.602154141,10.09361449,0.90045,18.81305099,7.389447591,8.448363265,24.135,9.813333333,22.19784761,11.0401911,3.120755,2.574279,11.18641
HB FN9 002.jpg,Hummingbird,4,high,24.5,123.4174765,Fyke_Net,11,9.2,8.88,13,17.41,20.25,17.01,16.4,13.38,13.63,6.91,7.9,5.77,7.85,8.78,9.22,9.57,8.88,14.35111111,8.11,13.72378099,7.451046647,11.05833239,0.90045,12.97438568,7.33201246,9.994983859,17.7675,8.616666667,16.94343273,9.212494073,3.120755,2.574279,11.18641
LC Electro1 001.jpg,Little_Crooked,7,low,4.07,79.75982947,Shock,13,7.23,14.04,21.2,21.37,19.68,17.01,16.98,16.48,13.95,4.48,4.25,5.7,6.03,5.93,5.71,5.93,6.45,16.43777778,5.56,18.71070357,7.107484724,12.80229268,0.11191,17.04578433,5.765657074,13.27541516,18.76,5.89,21.52757493,4.852511056,2.948121,1.657317,11.84321
LC Electro1 002.jpg,Little_Crooked,7,low,4.07,88.98730608,Shock,13,5.67,11.61,17.33,16.11,14.88,12.54,13.96,12.04,11,4.74,3.81,5.35,5.62,5.47,6.34,5.94,6.33,12.79333333,5.45,13.93984302,6.413073349,12.86864357,0.11191,13.10499829,5.582771945,13.1817327,14.3725,5.81,15.74475849,5.109884048,2.948121,1.657317,11.84321
LC Electro1 003.jpg,Little_Crooked,7,low,4.07,120.964947,Shock,11,11.48,13.73,22.92,23.31,22.64,19.76,16.36,12.99,14.34,8.95,6.88,7.89,7.34,7.68,8.98,9.77,8.98,17.50333333,8.30875,16.87281988,7.750459518,11.04785632,0.11191,17.3241881,8.223713104,10.93444187,20.5175,8,19.73311199,8.451305354,2.948121,1.657317,11.84321
LC Electro1 004.jpg,Little_Crooked,7,low,4.07,100.9320275,Shock,10,9.83,12.37,21.1,21.5,16.57,16.04,14.19,16.81,15.21,4.85,5.24,6.29,6.59,8.04,7.49,7.83,8.14,15.95777778,6.80875,16.53551114,7.283676215,9.958006329,0.11191,16.11773771,6.877002645,10.05751166,17.075,7.373333333,17.73255032,6.991256574,2.948121,1.657317,11.84321
LC Electro1 005.jpg,Little_Crooked,7,low,4.07,90.82617971,Shock,9,13.49,15.4,18.64,13.52,15.29,14.17,9.75,9.05,9.2,5.39,6.83,5.5,5.58,6.63,5.8,5.98,5.79,13.16777778,5.9375,14.23120947,6.879430735,8.917669726,0.11191,13.45772491,6.068242287,9.113748027,13.1825,6.003333333,14.31644138,5.344788384,2.948121,1.657317,11.84321
LC Electro1 006.jpg,Little_Crooked,7,low,4.07,99.34367869,Shock,11,17.83,21.29,18.59,17.52,17.69,16.83,15.55,13.24,11.16,6.29,6.43,6.54,7.75,8.94,8.02,7.01,7.79,16.63333333,7.34625,17.34496909,7.953548775,10.94560562,0.11191,16.82991346,7.433073512,11.07462078,16.8975,8.236666667,17.66663261,7.736246052,2.948121,1.657317,11.84321
LC Electro1 007.jpg,Little_Crooked,7,low,4.07,87.22278284,Shock,13,10.02,11.83,22.94,16.23,17.75,19.73,17.93,17.27,15.55,5.08,5.22,8.29,6.7,6.87,7.38,5.93,6.26,16.58333333,6.46625,18.21449227,7.725082957,12.85647906,0.11191,17.0254457,6.638642519,13.19882231,17.91,6.983333333,19.78733358,6.068829094,2.948121,1.657317,11.84321
LC Electro1 008.jpg,Little_Crooked,7,low,4.07,113.963907,Shock,11,14.5,15.98,26.72,26.46,24.44,22.53,19.74,20.12,16.75,7.5,7.21,8.58,9.35,9.34,9.73,9.11,9.05,20.80444444,8.73375,20.53787826,8.52280272,11.01679802,0.11191,20.72935777,8.702231104,10.97669475,23.2925,9.473333333,22.97553007,9.657817091,2.948121,1.657317,11.84321
LC Electro1 009.jpg,Little_Crooked,7,low,4.07,93.49698781,Shock,12,6.38,9.67,12.69,17.92,17.47,17.76,14.87,13.26,13.58,2.14,4.06,4.14,5.38,6.03,6.31,7.12,8.01,13.73333333,5.39875,14.67176918,6.119545357,11.90650938,0.11191,13.99028481,5.499762604,12.12890316,17.005,5.906666667,18.24220068,5.350504123,2.948121,1.657317,11.84321
LC Electro1 010.jpg,Little_Crooked,7,low,4.07,93.52871135,Shock,12,7.83,16.23,20.96,21.13,18.41,14.83,15.42,13.06,11.85,4.97,3.73,5.7,5.17,5.01,5.43,5.45,5.52,15.52444444,5.1225,16.58302663,5.804922662,11.90670011,0.11191,15.81430731,5.218145756,12.12863699,17.4475,5.203333333,18.71420279,4.714350252,2.948121,1.657317,11.84321
LC Electro1 011.jpg,Little_Crooked,7,low,4.07,73.58432914,Shock,13,8.21,11.14,16.4,17.85,14.82,14.74,13.89,12.03,12.52,3.44,2.9,3.44,4.14,4.13,3.3,4.67,4.62,13.51111111,3.83,15.88198321,5.20379165,12.75366792,0.11191,14.13779483,4.0076475,13.34480369,15.325,3.856666667,18.19710431,3.028091614,2.948121,1.657317,11.84321
LC Electro1 012.jpg,Little_Crooked,7,low,4.07,60.01012801,Shock,11,8.41,10.24,24.79,21.94,20.85,18.79,18.03,13.64,12.25,4.43,6.7,6.59,7.23,6.3,7.41,6.77,6.84,16.54888889,6.53375,21.10199777,10.35829541,10.68815141,0.11191,17.71618825,6.994619456,11.44169903,19.9025,6.98,25.76672399,4.852231828,2.948121,1.657317,11.84321
LC Electro1 013.jpg,Little_Crooked,7,low,4.07,91.44178923,Shock,11,14.04,23.3,23.16,15.19,15.02,19.2,16.6,15.82,14.53,8.21,5.54,7,6.37,6.74,7.73,8.25,8.57,17.42888889,7.30125,18.78574029,8.41640257,10.90285126,0.11191,17.79920284,7.45638291,11.13415887,16.5025,6.946666667,17.87076589,6.209632756,2.948121,1.657317,11.84321
LC Electro1 014.jpg,Little_Crooked,7,low,4.07,106.8154383,Shock,9,10.07,16.81,15.26,13.99,11.58,11.01,9.27,6.83,5.52,4.39,4.66,5.1,5.67,4.9,5.26,4.6,2.83,11.14888889,4.67625,11.29426349,4.792530879,8.986214002,0.11191,11.18947498,4.693274711,9.018646298,11.4625,5.276666667,11.62136936,5.175356076,2.948121,1.657317,11.84321
LC Electro1 015.jpg,Little_Crooked,7,low,4.07,65.81621403,Shock,14,7.47,12.39,19.38,17.68,16.82,15.22,13.45,13.05,12.32,3.75,4.52,4.4,3.83,5.08,3.86,4.23,4.55,14.19777778,4.2775,17.44895697,6.323681987,13.66255313,0.11191,15.04295984,4.532137443,14.47542292,15.7925,4.256666667,19.66058883,3.126802447,2.948121,1.657317,11.84321
LC Electro1 016.jpg,Little_Crooked,7,low,4.07,69.63054327,Shock,12,11.59,18.2,20.75,21.74,20.09,16.97,15.92,15.01,10.45,5.38,4.4,5.01,6.36,6.1,7.07,6.2,6.23,16.74666667,5.84375,20.1239726,8.278661104,11.7419547,0.11191,17.63206623,6.152712082,12.36236917,18.68,6.51,22.70641374,4.945594683,2.948121,1.657317,11.84321
LC Electro1 017.jpg,Little_Crooked,7,low,4.07,88.07831159,Shock,12,12.39,17.02,17.59,26.81,22.89,16.62,17.23,16.67,15.38,5.69,5.16,7.36,6.44,7.17,7.77,7.2,7.08,18.06666667,6.73375,19.76658477,7.985468677,11.87299016,0.11191,18.52807501,6.905726737,12.17583774,20.8875,7.126666667,22.98162842,6.229587484,2.948121,1.657317,11.84321
LC Electro1 018.jpg,Little_Crooked,7,low,4.07,97.05717389,Shock,12,10.69,15.33,18.47,16.4,14.25,12.71,10.13,9.17,9.58,3.17,4.53,4.95,4.41,5.03,4.58,5.09,5.33,12.97,4.63625,13.65116602,5.108733315,11.92753885,0.11191,13.15752697,4.703284731,12.09961658,13.3725,4.673333333,14.11990159,4.328807987,2.948121,1.657317,11.84321
LC Electro1 019.jpg,Little_Crooked,7,low,4.07,64.97448392,Shock,13,5.45,13.53,23.71,26.66,26.48,18.77,16.74,21.19,19.94,3.95,5.94,8.57,6.31,7.69,8.03,7.48,8.43,19.16333333,7.05,23.67287034,10.52442871,12.67894792,0.11191,20.33337915,7.480450512,13.45266101,22.1625,7.343333333,27.74179565,5.352871014,2.948121,1.657317,11.84321
LC Electro1 020.jpg,Little_Crooked,7,low,4.07,112.0714958,Shock,12,9.45,13.6,17.47,20.69,15.89,15.75,15.26,13.33,12.53,5.63,5.78,6.81,7.14,7.16,7.28,7.45,7.93,14.88555556,6.8975,14.79334988,6.816720231,12.00882612,0.11191,14.85965067,6.88549858,11.98755421,16.8975,7.193333333,16.78631185,7.260472128,2.948121,1.657317,11.84321
LC Electro1 021.jpg,Little_Crooked,7,low,4.07,106.5756581,Shock,12,7.37,14.1,19.73,20.76,15.06,17.88,13.32,15.62,13.63,4.81,4.35,5.63,4.81,5.65,4.82,6.02,5.65,15.27444444,5.2175,15.487497,5.3563395,11.98034726,0.11191,15.33390505,5.237812365,12.02661003,16.755,5.093333333,17.00341731,4.988844883,2.948121,1.657317,11.84321
LC Electro1 022.jpg,Little_Crooked,7,low,4.07,75.46772541,Shock,12,5.64,12.81,15.54,18.39,15.82,14.55,16.32,12.31,13.59,3.26,3.69,4.36,4.66,4.74,4.95,4.4,4.17,13.88555556,4.27875,16.15834493,5.70339836,11.78667426,0.11191,14.48857102,4.464566927,12.29815749,16.27,4.783333333,19.11329495,3.812766247,2.948121,1.657317,11.84321
LC Electro1 023.jpg,Little_Crooked,7,low,4.07,67.4857508,Shock,13,6.12,11.47,16.07,18.07,14.24,14.21,14.74,12.93,13.17,4.11,3.14,4.2,3.79,5.32,4.84,3.98,4.95,13.44666667,4.29125,16.36146878,6.224904311,12.70167206,0.11191,14.20725158,4.533977706,13.41969987,15.315,4.65,18.86469817,3.46719788,2.948121,1.657317,11.84321
LC Electro1 024.jpg,Little_Crooked,7,low,4.07,61.55340847,Shock,14,5.85,6.53,13.58,20.91,17.62,15.72,20.02,14.89,16.57,3.42,4.22,5.02,3.98,5.51,5.89,5.17,5.98,14.63222222,4.89875,18.4698924,7.618468267,13.61942175,0.11191,15.61987813,5.229410824,14.5382622,18.5675,5.126666667,23.78095673,3.618300647,2.948121,1.657317,11.84321
LC Electro1 025.jpg,Little_Crooked,7,low,4.07,75.89593468,Shock,13,9.3,17.31,23.44,23.07,20.41,15.67,13.76,12.94,13.62,4.61,4.79,7.56,6.26,6.67,7.05,7.55,7.48,16.61333333,6.49625,19.28900393,8.622245382,12.77230907,0.11191,17.32383669,6.77407755,13.31812838,18.2275,6.66,21.36157353,5.326608077,2.948121,1.657317,11.84321
LC Electro1 026.jpg,Little_Crooked,7,low,4.07,96.74074809,Shock,13,9.04,13.86,21.25,19.96,19.83,14.97,15.83,13.28,12.5,4.39,2.43,3.53,6.09,5.36,6.83,6.6,6.21,15.61333333,5.18,16.45475236,5.722017067,12.91950811,0.11191,15.84486835,5.256817445,13.11068726,17.6475,6.093333333,18.65965332,5.633130788,2.948121,1.657317,11.84321
LC Electro1 027.jpg,Little_Crooked,7,low,4.07,93.85357494,Shock,10,3.82,6.87,4.99,15.55,16.51,14.86,12.32,12.66,11.28,2.91,4.14,3.33,4.17,4.58,4.85,4.91,4.35,10.98444444,4.155,11.71722839,4.696195476,9.923874797,0.11191,11.18519813,4.230938817,10.10493064,14.81,4.533333333,15.86188125,4.115824561,2.948121,1.657317,11.84321
LC Electro1 028.jpg,Little_Crooked,7,low,4.07,59.70826475,Shock,13,6.37,11.27,16.15,17.61,15.83,5.81,13.5,9.68,8.71,4.69,4.17,3.78,3.71,4.6,5.32,4.83,5.24,11.65888889,4.5425,14.89655618,7.228991878,12.62844415,0.11191,12.48831096,4.865658327,13.52641988,13.1875,4.543333333,17.10971003,3.148859108,2.948121,1.657317,11.84321
LC Electro3 001.jpg,Little_Crooked,7,low,4.07,104.6469564,Shock,12,11.91,13.61,27.61,25.83,21.32,18.08,20.01,18.02,15.24,4.46,5.63,7.83,8.2,7.11,8.64,7.88,8.17,19.07,7.24,19.47742848,7.536072694,11.97002024,0.11191,19.18340277,7.283056019,12.04082689,21.31,7.983333333,21.79406059,7.734764684,2.948121,1.657317,11.84321
LT Electro 10.jpg,Lost,7,low,4.02,79.56672056,Shock,13,7.27,13.43,19.71,19.3,17.11,13.46,15.15,14.33,14.85,6.54,3.75,7,5.31,6.46,6.37,4.77,6.05,14.95666667,5.78125,17.04126939,7.403880579,12.80082736,0.36963,16.87811165,6.523959062,14.44383143,16.255,6.046666667,18.67220552,4.974377841,3.00356,1.865516,11.11133
LT Electro 11.jpg,Lost,7,low,4.02,69.85583906,Shock,10,6.13,11.21,17.5,18.09,19.51,17.65,14.71,14.14,12.32,4.47,5.1,5.12,4.67,4.67,4.77,4.7,5.26,14.58444444,4.845,17.5031163,6.847007569,9.78645494,0.36963,17.26925693,5.73690923,11.58682617,17.49,4.703333333,21.23081384,3.579981978,3.00356,1.865516,11.11133
LT Electro 12.jpg,Lost,7,low,4.02,87.59922107,Shock,10,10.91,18.54,24.66,25.35,26.72,21.8,23.36,20.55,19.22,4.33,5.8,6.12,4.9,6.35,7.59,6.39,5.96,21.23444444,5.93,23.28304504,7.061391487,9.891610576,0.36963,23.12549019,6.458106076,10.77140572,24.3075,6.28,26.80642965,5.471650524,3.00356,1.865516,11.11133
LT Electro 13.jpg,Lost,7,low,4.02,84.76136113,Shock,12,9.61,13.63,20.59,26.29,22.72,23.64,20.69,17.12,14.14,4.47,3.33,6.32,5.85,6.6,7.35,7.31,7.77,18.71444444,6.125,20.79137919,7.477609067,11.85148853,0.36963,20.63068038,6.752166473,13.06365921,23.335,6.6,26.09580327,5.638507423,3.00356,1.865516,11.11133
LT Electro 14.jpg,Lost,7,low,4.02,76.68558354,Shock,11,4.06,7.03,12.76,19.66,18.83,18.28,16.37,17.43,14.96,4.84,4.97,4.51,5.53,5.71,4.36,5.85,4.78,14.37555556,5.06875,16.62202,6.675095201,10.81262188,0.36963,16.44501645,5.798437533,12.36790159,18.285,5.2,21.33512187,4.184692011,3.00356,1.865516,11.11133
LT Electro 15.jpg,Lost,7,low,4.02,82.16260165,Shock,12,9.97,15.41,22.75,25.02,18.8,20.04,17.72,14.76,7.17,4.32,3.59,4.99,6.06,5.9,6.97,5.35,5.08,16.84888889,5.2825,18.95284496,6.602800326,11.83407479,0.36963,18.78912942,5.890814318,13.19547509,20.395,6.31,23.11110122,5.291464754,3.00356,1.865516,11.11133
LT Electro 2.jpg,Lost,7,low,4.02,74.58100219,Shock,11,5.29,7.83,11.92,20.35,18.56,17.03,14.31,14.51,14.52,2.4,4,4.3,5.71,5.85,5.43,5.2,5,13.81333333,4.73625,16.15029648,6.369935719,10.79842306,0.36963,15.9652357,5.474089545,12.47936568,17.5625,5.663333333,20.73532074,4.482468331,3.00356,1.865516,11.11133
LT Electro 3.jpg,Lost,7,low,4.02,84.25524118,Shock,13,8.05,9.07,19.52,19.53,15.68,14.74,14.47,11.04,11.57,4.17,2.99,5.9,6.11,5.71,5.44,5.94,6.51,13.74111111,5.34625,15.30263307,6.556526599,12.83548217,0.36963,15.18168126,5.906738135,14.1796508,16.105,5.753333333,18.05620246,4.89764117,3.00356,1.865516,11.11133
LT Electro 4.jpg,Lost,7,low,4.02,78.55167622,Shock,10,3.69,10.85,18,19.1,16.13,13.36,12.91,13.08,8.47,3.91,3.51,5.76,5.7,4.69,4.85,4.68,6.18,12.84333333,4.91,14.70855607,6.349476537,9.840822294,0.36963,14.56222886,5.56713851,11.15672729,15.375,5.08,17.75775231,4.147224844,3.00356,1.865516,11.11133
LT Electro 5.jpg,Lost,7,low,4.02,95.08740687,Shock,10,9.11,12.62,16.32,16.04,14.01,13.18,10.77,8.87,8.86,5.37,5.12,5.21,6.09,5.75,6.19,6.87,6.67,12.19777778,5.90875,12.94386498,6.612705876,9.929996992,0.36963,12.88734695,6.242791861,10.49028412,13.5,6.01,14.37899055,5.499205723,3.00356,1.865516,11.11133
LT Electro 6.jpg,Lost,7,low,4.02,79.21465235,Shock,10,8.73,13.84,15.67,18.15,17.84,16.68,15.79,15.75,12.3,4.65,3.43,5.16,4.97,5.9,5.24,6.3,5.49,14.97222222,5.1425,17.0892088,6.607985946,9.844728541,0.36963,16.92338324,5.812669923,11.12653659,17.115,5.37,19.69709348,4.4060279,3.00356,1.865516,11.11133
LT Electro 7.jpg,Lost,7,low,4.02,71.73059185,Shock,12,5.8,12.46,17.71,17.75,17.9,16.24,15.9,17.14,14.91,3.3,2.8,3.23,4.51,4.68,4.77,4.85,4.89,15.09,4.12875,17.91945756,5.719044593,11.75844135,0.36963,17.69382089,4.841182003,13.78597461,16.9475,4.653333333,20.34256697,3.598369527,3.00356,1.865516,11.11133
LT Electro 8.jpg,Lost,7,low,4.02,80.72868117,Shock,10,5.63,13.51,23.07,23.82,20.22,20.47,14.63,15.84,13.59,2.8,3.72,5.05,6.23,5.53,6.29,4.69,6.05,16.75333333,5.045,18.97823043,6.39050238,9.853533652,0.36963,18.80454944,5.662696813,11.05882631,19.785,6.016666667,22.58785683,4.99272498,3.00356,1.865516,11.11133
LT Electro 9.jpg,Lost,7,low,4.02,114.476985,Shock,11,9.88,13.33,22.82,24.64,24.14,20.01,17.88,15.1,13.72,7.45,5.98,7.7,6.72,6.48,8.32,7.52,8.67,17.94666667,7.355,17.68498686,7.153002069,11.01913507,0.36963,17.70419581,7.255636573,10.86914155,21.6675,7.173333333,21.33197564,7.332664739,3.00356,1.865516,11.11133
LT FN 001 06-05.jpg,Lost,7,low,4.02,148.7960527,Fyke_Net,11,8.23,13.41,21.94,29.73,34.13,27.71,27.31,24.61,17.92,6.94,9.22,8.17,9.82,8,9.87,11.13,11.96,22.77666667,9.38875,20.21477262,7.487856669,11.15641344,0.36963,20.39349275,8.406392393,9.988065392,29.72,9.23,26.18115673,11.03379306,3.00356,1.865516,11.11133
LT FN 002 06-05.jpg,Lost,7,low,4.02,148.0110023,Fyke_Net,10,13.96,17.61,22.59,25.86,23.74,19.75,18.08,14.26,12.23,10.87,10.58,7.49,9.23,10.2,10.97,9.51,10.15,18.67555556,9.875,16.60997694,7.907242567,10.1396609,0.36963,16.75421826,8.859070939,9.095559095,21.8575,10.13333333,19.29810276,12.07546624,3.00356,1.865516,11.11133
LT FN 003 06-05.jpg,Lost,7,low,4.02,129.3876269,Fyke_Net,10,16.46,19.01,23.37,25.91,20.72,18.27,14.61,14.9,11.42,8.53,9.26,8.96,7.92,9.95,9.11,10.34,8.53,18.29666667,9.075,17.17011007,8.04490078,10.07547951,0.36963,17.25080911,8.556271633,9.498577,19.8775,8.993333333,18.57967105,9.890237537,3.00356,1.865516,11.11133
LT FN 004 06-05.jpg,Lost,7,low,4.02,118.508671,Fyke_Net,11,11.95,19.31,23.76,26.65,22.75,21.64,19.32,19.04,19.81,7.36,4.85,7.95,10.17,8.56,9.44,8.38,9.31,20.47,8.2525,19.89482574,7.818404049,11.0371594,0.36963,19.936733,8.037520976,10.74852312,22.59,9.39,21.91618512,9.798971171,3.00356,1.865516,11.11133
LT FN 005 06-05.jpg,Lost,7,low,4.02,137.8309701,Fyke_Net,10,12.02,23.94,24.29,20.63,11.84,11.84,14.98,14.57,10.77,8.78,7.21,10.68,9.39,10.84,8.72,9.31,8.98,16.09777778,9.23875,14.7302871,7.807565969,10.10560003,0.36963,14.8270781,8.509485429,9.306943611,14.8225,9.65,13.48829928,11.02055388,3.00356,1.865516,11.11133
LT FN 006 06-05.jpg,Lost,7,low,4.02,127.7451745,Fyke_Net,13,15,12.15,11.69,24.97,25.46,20.04,20.47,16.94,15.67,6.75,9.8,11.04,7.88,9.28,8.26,8.29,9,18.04333333,8.7875,17.01891846,7.865696236,13.09022431,0.36963,17.09247931,8.324421556,12.39911561,22.735,8.473333333,21.36602205,9.247578396,3.00356,1.865516,11.11133
LT FN 007 06-05.jpg,Lost,7,low,4.02,124.140047,Fyke_Net,11,14.02,17.83,24.25,22.34,21.74,21.94,18.32,16.59,15.3,8.03,6.48,9.36,7.62,7.82,8.13,8.76,8.13,19.14777778,8.04125,18.26816462,7.355324539,11.06138106,0.36963,18.33167422,7.69852905,10.58884122,21.085,7.856666667,20.05735867,8.429266734,3.00356,1.865516,11.11133
LT FN 008 06-05.jpg,Lost,7,low,4.02,126.0666241,Fyke_Net,12,10.14,13.83,18.32,23.38,20.92,18.56,14.26,14.01,12.86,5.1,5.02,6.94,6.52,6.59,6.59,7.62,6.81,16.25333333,6.39875,15.41167989,5.785130303,12.07573941,0.36963,15.47226974,6.09126039,11.49425026,19.28,6.566666667,18.22096445,7.110322616,3.00356,1.865516,11.11133
LT FN 009 06-05.jpg,Lost,7,low,4.02,105.0319111,Fyke_Net,9,8.2,10.7,14.45,19.81,18.05,16.89,14.95,13.59,11.86,5.47,5.64,5.81,6.64,7.48,6.39,7.36,6.93,14.27777778,6.465,14.56146853,6.710710836,8.979071884,0.36963,14.54038975,6.583917725,9.143283966,17.425,6.836666667,17.79308906,6.638336511,3.00356,1.865516,11.11133
LT FN 010 06-05.jpg,Lost,7,low,4.02,96.12938776,Fyke_Net,10,14.05,16.33,23.72,22.71,20.29,15.92,12.88,9.31,8.07,9.81,7.57,10.89,10.34,10.46,12.25,9.04,7.24,15.92,9.7,16.82044575,10.7664922,9.935108569,0.36963,16.7523734,10.20717244,10.45348809,17.95,11.01666667,19.03058845,10.14615302,3.00356,1.865516,11.11133
LT FN 011 06-05.jpg,Lost,7,low,4.02,136.5267144,Fyke_Net,13,7.07,11.27,14.19,20.02,22.28,18.01,15.74,16.78,14.7,5.17,4.91,5.64,6.35,7.5,5.85,6.25,6.79,15.56222222,6.0575,14.29435898,5.156083986,13.13138329,0.36963,14.38426006,5.598991048,12.13617198,19.0125,6.566666667,17.37103645,7.45685955,3.00356,1.865516,11.11133
LT FN 012 06-05.jpg,Lost,7,low,4.02,88.8052838,Fyke_Net,11,13.24,18.07,20.63,23.87,21.22,16.54,15.42,12.78,12.52,9.14,8.61,8.39,8.19,8.66,9.64,8.61,8.94,17.14333333,8.7725,18.69494975,10.33869887,10.88779949,0.36963,18.5759162,9.505583626,11.79642519,19.2625,8.83,21.11997409,7.756480991,3.00356,1.865516,11.11133
LT FN 013 06-05.jpg,Lost,7,low,4.02,125.3934969,Fyke_Net,9,10.82,15.92,24.22,28.38,25.84,22.71,16.08,14.21,11.51,3.68,6.53,7.31,6.44,9.06,8.33,8.66,8.45,18.85444444,7.3075,17.91633342,6.633549788,9.054515245,0.36963,17.98393633,6.970120347,8.635580773,23.2525,7.943333333,22.02519847,8.573517375,3.00356,1.865516,11.11133
LT FN 014 06-05.jpg,Lost,7,low,4.02,124.8738332,Fyke_Net,12,12.63,16.18,23.85,26.58,25.15,20.41,19.69,19.29,13.07,5.72,8.13,7.78,6.51,8.08,9.31,8.33,9.12,19.65,7.8725,18.70327603,7.168931176,12.07031979,0.36963,18.7715539,7.52057031,11.52953459,22.9575,7.966666667,21.7840931,8.577409791,3.00356,1.865516,11.11133
LT FN 015 06-05.jpg,Lost,7,low,4.02,117.4314953,Fyke_Net,12,8.18,18.11,18.68,26.27,23.22,22.39,22.15,18.59,15.13,4.98,4.5,6.53,8.04,8.15,8.03,8.86,8.89,19.19111111,7.2475,18.71995946,6.913868378,12.03534719,0.36963,18.75435149,7.082565372,11.76023187,23.5075,8.073333333,22.89478458,8.379157356,3.00356,1.865516,11.11133
MC FN7 001.jpg,McCullough,4,high,14.3,150.0176329,Fyke_Net,9,25.63,28.55,25.94,23.28,23.37,20.01,18.98,16.06,15.02,8.63,7.87,8.1,8.4,10.14,10.48,8.8,6.7,21.87111111,8.64,19.34784146,6.848207295,9.131499464,0.70461,17.61453736,6.958489377,7.352877655,21.41,9.673333333,18.79538005,11.62034904,2.98437,2.125344,11.22791
MC FN7 002.jpg,McCullough,4,high,14.3,137.2193518,Fyke_Net,10,16.75,21.73,20.87,22.44,20.38,19.52,15.53,14.88,13.49,6.52,6,7.04,7.56,8.06,8.77,9.62,7.46,18.39888889,7.62875,16.86582713,6.46870216,10.10347805,0.70461,15.77899664,6.542473945,8.663104175,19.4675,8.13,17.74863068,9.260055273,2.98437,2.125344,11.22791
MC FN7 003.jpg,McCullough,4,high,14.3,142.4431924,Fyke_Net,11,9.06,14.04,19.12,25.75,29.37,26.13,20.98,19.72,16.33,7.91,6.06,9.73,10.07,6.52,6.84,8.38,8.06,20.05555556,7.94625,18.1123776,6.55011962,11.13345082,0.70461,16.75287106,6.637699777,9.298206601,25.5575,7.81,22.93470048,9.096224893,2.98437,2.125344,11.22791
